ciiu,actividad,cou,prefijo,nota
900009,"900009 - Otras actividades creativas, artísticas y de entretenimiento n.c.p.",110,90,actividades creativas y artisticas
910100,910100 - Actividades de bibliotecas y archivos,110,910,bibliotecas archivos y museos
910200,"910200 - Actividades de museos, gestión de lugares y edificios históricos",110,910,bibliotecas archivos y museos
910300,"910300 - Actividades de jardines botánicos, zoológicos y reservas naturales",110,910,bibliotecas archivos y museos
920010,920010 - Actividades de casinos de juegos,110,920,juegos de azar y apuestas
920090,920090 - Otras actividades de juegos de azar y apuestas n.c.p.,110,920,juegos de azar y apuestas
931101,931101 - Hipódromos,110,93,actividades deportivas y de esparcimiento
931102,931102 - Gestión de salas de billar; gestión de salas de bolos (bowling),110,93,actividades deportivas y de esparcimiento
931109,931109 - Gestión de otras instalaciones deportivas n.c.p.,110,93,actividades deportivas y de esparcimiento
931201,931201 - Actividades de clubes de futbol amateur y profesional,110,93,actividades deportivas y de esparcimiento
931209,931209 - Actividades de otros clubes deportivos n.c.p.,110,93,actividades deportivas y de esparcimiento
931901,931901 - Promoción y organización de competencias deportivas,110,93,actividades deportivas y de esparcimiento
931909,931909 - Otras actividades deportivas n.c.p.,110,93,actividades deportivas y de esparcimiento
932100,932100 - Actividades de parques de atracciones y parques temáticos,110,93,actividades deportivas y de esparcimiento
932901,932901 - Gestión de salas de pool; gestión (explotación) de juegos electrónicos,110,93,actividades deportivas y de esparcimiento
932909,932909 - Otras actividades de esparcimiento y recreativas n.c.p.,110,93,actividades deportivas y de esparcimiento
941100,941100 - Actividades de asociaciones empresariales y de empleadores,109,94,actividades de asociaciones
941200,941200 - Actividades de asociaciones profesionales,109,94,actividades de asociaciones
942000,942000 - Actividades de sindicatos,109,94,actividades de asociaciones
949100,949100 - Actividades de organizaciones religiosas,109,94,actividades de asociaciones
949200,949200 - Actividades de organizaciones políticas,109,94,actividades de asociaciones
949901,949901 - Actividades de centros de madres,109,94,actividades de asociaciones
949902,949902 - Actividades de clubes sociales,109,94,actividades de asociaciones
949903,949903 - Fundaciones y corporaciones; asociaciones que promueven actividades culturales o recreativas,109,94,actividades de asociaciones
949904,949904 - Consejo de administración de edificios y condominios,109,94,actividades de asociaciones
949909,949909 - Actividades de otras asociaciones n.c.p.,109,94,actividades de asociaciones
951100,951100 - Reparación de computadores y equipo periférico,111,95,reparacion de computadores y efectos personales
951200,951200 - Reparación de equipo de comunicaciones (incluye la reparación teléfonos celulares),111,95,reparacion de computadores y efectos personales
952100,952100 - Reparación de aparatos electrónicos de consumo (incluye aparatos de televisión y radio),111,95,reparacion de computadores y efectos personales
952200,"952200 - Reparación de aparatos de uso doméstico, equipo doméstico y de jardinería",111,95,reparacion de computadores y efectos personales
952300,952300 - Reparación de calzado y de artículos de cuero,111,95,reparacion de computadores y efectos personales
952400,952400 - Reparación de muebles y accesorios domésticos,111,95,reparacion de computadores y efectos personales
952900,952900 - Reparación de otros efectos personales y enseres domésticos,111,95,reparacion de computadores y efectos personales
960100,"960100 - Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel",111,960,otras actividades de servicios personales
960200,960200 - Peluquería y otros tratamientos de belleza,111,960,otras actividades de servicios personales
960310,960310 - Servicios funerarios,111,960,otras actividades de servicios personales
960320,960320 - Servicios de cementerios,111,960,otras actividades de servicios personales
960901,"960901 - Servicios de adiestramiento, guardería, peluquería, paseo de mascotas (excepto act. veterinarias)",111,960,otras actividades de servicios personales
960902,"960902 - Actividades de salones de masajes, baños turcos, saunas, servicio de baños públicos",111,960,otras actividades de servicios personales
960909,960909 - Otras actividades de servicios personales n.c.p.,111,960,otras actividades de servicios personales
970000,970000 - Actividades de los hogares como empleadores de personal doméstico,111,970,hogares como empleadores
990000,990000 - Actividades de organizaciones y órganos extraterritoriales,111,990,organizaciones extraterritoriales
